id,title,description,category,resolution,priority
TKT-0174,Database connection pool timeout c...,Help: Database connection pool timeout causing slow loading.,Database,Increase PostgreSQL max_connections setting from 100 to 500.,Low
TKT-0175,Login button is unresponsive on ...,Urgent: Login button is unresponsive on mobile Safari.,Application,Update the frontend JS polyfills supporting legacy Safari engine.,Critical
TKT-0176,Server web-prod-1 keeps crashing with ou...,Server web-prod-1 keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to auth-cluster-A by 16GB and restart daemon. This is blocking us.,Critical
TKT-0177,Issue: The Mobile Gateway module is retu...,Issue: The Mobile Gateway module is returning blank pages intermittently.,Application,Restart the node backend processes processing frontend API calls.,Low
TKT-0178,Deployment pipeline failing for In...,Help: Deployment pipeline failing for Inventory System on EC2 instances.,Infrastructure,Clear IAM cache on the runner and restart the Jenkins pipeline.,Critical
TKT-0179,Issue: Server analytics-node keeps crash...,Issue: Server analytics-node keeps crashing with out of memory exception.,Infrastructure,Increase RAM allocation to analytics-node by 16GB and restart daemon. This is blocking us.,Critical
TKT-0180,Long running analytical queries blocking...,Long running analytical queries blocking OLTP transactions.,Database,Kill PID 9314 mapping to the slow query and route analytics to the read replica.,Medium
TKT-0181,The Customer Portal module is retu...,Help: The Customer Portal module is returning blank pages intermittently. Happens intermittently.,Application,Issue: Restart the node backend processes processing frontend API calls.,Critical
TKT-0182,Missing permissions to deploy to product...,Missing permissions to deploy to production AWS account.,Access Management,Assign IAM role 'Prod-Deployer' temporarily for 24 hours to jdoe. Happens intermittently.,Critical
TKT-0183,Disk space alert on production VM.,Disk space alert on production VM.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script.,Medium
TKT-0184,Error: VPN connection failing for remote...,Error: VPN connection failing for remote users in branch office.,Network,Error: Restart the Cisco AnyConnect headend router and clear active sessions.,High
TKT-0185,The Inventory System module is returning...,The Inventory System module is returning blank pages intermittently.,Application,Restart the node backend processes processing frontend API calls.,Critical
TKT-0186,Error: Login button is unresponsive on m...,Error: Login button is unresponsive on mobile Safari.,Application,Issue: Update the frontend JS polyfills supporting legacy Safari engine.,Medium
TKT-0187,Disk space alert on production VM.,Disk space alert on production VM.,Infrastructure,Execute log rotation algorithm and purge generic temp files via script.,High
TKT-0188,DNS resolution failing for internal doma...,DNS resolution failing for internal domain intranet.internal.,Network,Help: Flush DNS cache locally and re-sync internal records on Active Directory.,Critical
TKT-0189,Detected suspicious login attempt from e...,Detected suspicious login attempt from external IP block.,Security,Help: Block IP range temporarily in WAF and force password reset for user kmiller.,Medium
TKT-0190,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Error: Run REINDEX TABLE manually during off-peak hours.,Critical
TKT-0191,Disk space alert on production VM....,Help: Disk space alert on production VM. Please fix ASAP.,Infrastructure,Urgent: Execute log rotation algorithm and purge generic temp files via script.,Critical
TKT-0192,Malware detected on workstation LAPTOP-7...,Malware detected on workstation LAPTOP-72A.,Security,"Isolate MAC-DESIGN-8 from the network, run deep antivirus scan, and reinstall OS if needed.",Low
TKT-0193,Detected suspicious login attemp...,Urgent: Detected suspicious login attempt from external IP block.,Security,Block IP range temporarily in WAF and force password reset for user rjohnson.,Low
TKT-0194,Database connection pool timeout causing...,Database connection pool timeout causing slow loading.,Database,[Ticket] Increase PostgreSQL max_connections setting from 100 to 500.,Critical
TKT-0195,Error: BGP route flapping on the outboun...,Error: BGP route flapping on the outbound gateway.,Network,Contact ISP to verify ASN route advertisement stability policies. Happens intermittently.,Critical
TKT-0196,Users reporting 500 internal server erro...,Users reporting 500 internal server error on checkout.,Application,Rollback the last hotfix release v1.1.0 and check application load balancer endpoints.,Medium
TKT-0197,Password reset requested for executive a...,Password reset requested for executive account.,Access Management,Error: Verify identity via phone callback and issue temporary secure password link.,Medium
TKT-0198,[Ticket] Deadlock detected between trans...,[Ticket] Deadlock detected between transaction engines.,Database,Refactor the commit ordering sequence in the backend ORM mapped models.,Medium
TKT-0199,BGP route flapping on the outbou...,Urgent: BGP route flapping on the outbound gateway.,Network,Error: Contact ISP to verify ASN route advertisement stability policies.,Critical
TKT-0200,Deployment pipeline failing for HR Dashb...,Deployment pipeline failing for HR Dashboard on EC2 instances.,Infrastructure,[Ticket] Clear IAM cache on the runner and restart the Jenkins pipeline. Need assistance.,Critical
TKT-0201,Deadlock detected between transaction en...,Deadlock detected between transaction engines. Please fix ASAP.,Database,Refactor the commit ordering sequence in the backend ORM mapped models.,High
TKT-0202,Long running analytical queries ...,Urgent: Long running analytical queries blocking OLTP transactions.,Database,[Ticket] Kill PID 4590 mapping to the slow query and route analytics to the read replica.,Low
TKT-0203,Missing permissions to deploy to product...,Missing permissions to deploy to production AWS account.,Access Management,Assign IAM role 'Prod-Deployer' temporarily for 24 hours to asmith. Happens intermittently.,Medium
TKT-0204,Error: Vulnerability scan flagged outdat...,Error: Vulnerability scan flagged outdated OpenSSL library.,Security,Patch the OS images across the fleet to the latest LTS security patch.,High
TKT-0205,Packet loss spikes detected between core...,Packet loss spikes detected between core switches.,Network,Check physical fiber connections and spanning tree protocol logs.,Critical
TKT-0206,Unencrypted S3 bucket alert.,Unencrypted S3 bucket alert.,Security,Error: Enable AES256 server-side encryption via AWS console policies.,Critical
TKT-0207,Error: Unencrypted S3 bucket alert.,Error: Unencrypted S3 bucket alert.,Security,Enable AES256 server-side encryption via AWS console policies.,Critical
TKT-0208,Payment form throwing 'Invalid Token' up...,Payment form throwing 'Invalid Token' upon submission.,Application,Regenerate Stripe API keys and update the secret manager cache. Need assistance.,Medium
TKT-0209,Payment form throwing 'Invalid T...,Urgent: Payment form throwing 'Invalid Token' upon submission.,Application,Regenerate Stripe API keys and update the secret manager cache. Need assistance.,High
TKT-0210,Error: Database connection pool timeout ...,Error: Database connection pool timeout causing slow loading.,Database,Increase PostgreSQL max_connections setting from 100 to 500.,High
TKT-0211,Payment form throwing 'Invalid Token' up...,Payment form throwing 'Invalid Token' upon submission.,Application,Regenerate Stripe API keys and update the secret manager cache.,Critical
TKT-0212,Malware detected on workstation LAPTOP-7...,Malware detected on workstation LAPTOP-72A.,Security,"Isolate MAC-DESIGN-8 from the network, run deep antivirus scan, and reinstall OS if needed.",High
TKT-0213,Error: The Customer Portal module is ret...,Error: The Customer Portal module is returning blank pages intermittently.,Application,Urgent: Restart the node backend processes processing frontend API calls. Need assistance.,High
TKT-0214,Server db-prod-2 keeps crashing with out...,Server db-prod-2 keeps crashing with out of memory exception. This is blocking us.,Infrastructure,Increase RAM allocation to auth-cluster-A by 16GB and restart daemon.,High
TKT-0215,Deployment pipeline failing for HR Dashb...,Deployment pipeline failing for HR Dashboard on EC2 instances. Need assistance.,Infrastructure,[Ticket] Clear IAM cache on the runner and restart the Jenkins pipeline.,High
TKT-0216,Missing permissions to deploy to product...,Missing permissions to deploy to production AWS account.,Access Management,Assign IAM role 'Prod-Deployer' temporarily for 24 hours to rjohnson.,Critical
TKT-0217,Malware detected on workstation DESKTOP-...,Malware detected on workstation DESKTOP-99B. Happens intermittently.,Security,"Isolate MAC-DESIGN-8 from the network, run deep antivirus scan, and reinstall OS if needed.",Critical
TKT-0218,Index fragmentation leading to slow SELE...,Index fragmentation leading to slow SELECT performance.,Database,Run REINDEX TABLE manually during off-peak hours.,Medium
